text@dmp1958m	@dmp1958m	246.627	284.02	нну/ если говорить вот на сегодняшний момент/ я себе сделал вот по.../ й... я как ток вышел на пенсию// я сказал/ офь... не официально/ а/ ну вот как-бы// граница/ шестьдесят лет исполнилось// все равно же работаешь как бы// аа// и я сказал/ хватит/ вот этой беготни/ потому что работы было/ много/ это ни сказать ничего// жизни не было/ была работа// и вот/ пенсия такой водораздел такой произошел/ я сказал все// теннис/ собака/ по три часа гулять/ ну не по три это я наврал кнечн.../ подольше с собакой/ за город// эээ// ну вообще какая-то жизнь// стал работать ну просто конкре.../ коонкретно меньше//
text@dmp1958m	@dmp1958m	287.31	288.89	да/ да да/ да//
text@dmp1958m	@dmp1958m	297.19	340.01	ну/ ээ// во-первых приходилось химичить/ эээ// машина/ метро/ такси// потому что чтоб успеть ну/ тогда чуть попроще было/ и все равно уже пробки эти возникали// нуу на/ если/ говорить/ нну пять/ документалок в день// в... вот я помню это происходило/ причем/ в разных местах// счас вобщем когда/ ну если в одной студии/ ну ничего/ а вот это вот я успевал/ бегом!// вот в прямом смысле/ не не/ по эскалатору бегом/ здесь бегом/ а-а-а// без/ ну успеваешь чего-то там на ходу в себя в метро закинуть// ну/ в... в... как.../ ак... актер/ он жадный/ он не может отк... отка.../ не только в этом смысле жадный/ а вообще/ работа/ и хочется все успеть// и/ тогда силы позволяли еще/ и вот/ бегал//
text@dmp1958m	@dmp1958m	348.66	360.61	не/ нь.../ ритуалов нет/ но вот//ъуъ у меня бандана есть например/ я/ я всегда в бандане// счас забыл надеть/ но я надену// счас будем озвучивать/ я ее обязательно/ это/ ритуал// я покажу что я не вру/ вот она/ она всегда со мной//
text@dmp1958m	@dmp1958m	362.48	362.92	#нрзб#
text@dmp1958m	@dmp1958m	363.0	366.98	д не/ мне кто-то сказал/ он говорит/ а тебе в ней хорошо!// я говорю/ ну все/ я в ней и буду//
text@dmp1958m	@dmp1958m	368.18	371.7	ну не всегда/ но ну/ част... часто/ бандана часто//
text@dmp1958m	@dmp1958m	372.08	390.81	п... пр... прост...// нет// но знаешь я иногда/ вот// играю когда/ в в футбол там или в теннис// а вот тоже/ ну по.../ уже тем более она помогает в каком-то конкретному вот/ чтоб не стек.../ не стекал пот// я говорю/ я ж бандану забыл надеть!/ поэтому я в свои ворота десять штук забил/ счас надену и/ начну забивать туда// ну/ это конечн.../ конечно нет//
text@dmp1958m	@dmp1958m	390.9	395.53	мы шобирались отрепетировать номер для Мэвис/ а эти лузеры заняли всю сцену!// 
text@dmp1958m	@dmp1958m	397.88	398.19	да//
text@dmp1958m	@dmp1958m	402.9	464.2	да/ он инструктор экстремального вождения// это// во вот то что я щас рассказал что я где то бегаю и у меня перегрузки типа/ это/ ммм/ не сказать ничего/ потому что я приезжал к нему на работу// аааа// перегрузки там// он закончил ГИТИС/ принес маме и/ и папе/ э диплом/ сказал/ вот вам дип...// ну он ГИТИС не актерский заканчивал/ он заканчивал продюссерский ГИТИС// принес диплом/ сказал/ вот вам/ высшее образование/ а теперь я пойду немножко в другой/ в другое/ в другую область/ в другой профиль// он выиграл шоу "Гонщики" на канале/ наа/ "Пят..."?/ ну я забыл на каком канале в общем понь...// выиграл шоу/ и после этого как-то вот так у него пошло пошло пошло// перегрузки там страшные/ потому что это тормоз/ газ/ тормоз/ газ// причем скорость/ там машины очень мощные/ пятьсот с лишним лошадей// это я называю/ т... назвал// я когда услышал от этот звук моторов/ это была такая// симфония// это было очень красиво/ вот этот вот/ когда/ причем холостые/ когда это//  #имитирует мотор#// я плохо показал но// это очень красиво//
text@dmp1958m	@dmp1958m	468.5	479.79	он сказал что я виноват/ птому что я не разглядел когда ему было пять лет/ что его надо было отдавать в картинг/ что я это не разглядел// ии// ну во всем виноват всегда// не он же/ а кто-то другой//
text@dmp1958m	@dmp1958m	531.19	533.7	#смеется#//
text@dmp1958m	@dmp1958m	533.8	553.1	#озвучивает фильм#//
text@dmp1958m	@dmp1958m	553.19	564.48	#смеется#//
text@dmp1958m	@dmp1958m	564.5	573.0	мой однокурсник// четыре года ГИТИСА// мы все время говорили/ давай подеремся// давай давай вот это/ и мы начинали боро... боро.../ нет по.../ поборемся поборемся//
text@dmp1958m	@dmp1958m	573.71	579.805	редко да/ да/ да/ встречаемся// в смысле помимо работы вот/ пересекаемся// Володь/ здорово/ привет//
words@dmp1958m	@dmp1958m	246.627	246.883	нну
words@dmp1958m	@dmp1958m	246.883	247.139	/
words@dmp1958m	@dmp1958m	247.139	247.395	если
words@dmp1958m	@dmp1958m	247.395	247.651	говорить
words@dmp1958m	@dmp1958m	247.651	247.907	вот
words@dmp1958m	@dmp1958m	247.907	248.163	на
words@dmp1958m	@dmp1958m	248.163	248.419	сегодняшний
words@dmp1958m	@dmp1958m	248.419	248.675	момент
words@dmp1958m	@dmp1958m	248.675	248.931	/
words@dmp1958m	@dmp1958m	248.931	249.187	я
words@dmp1958m	@dmp1958m	249.187	249.443	себе
words@dmp1958m	@dmp1958m	249.443	249.699	сделал
words@dmp1958m	@dmp1958m	249.699	249.955	вот
words@dmp1958m	@dmp1958m	249.955	250.211	по...
words@dmp1958m	@dmp1958m	250.211	250.467	/
words@dmp1958m	@dmp1958m	250.467	250.723	й...
words@dmp1958m	@dmp1958m	250.723	250.979	я
words@dmp1958m	@dmp1958m	250.979	251.235	как
words@dmp1958m	@dmp1958m	251.235	251.491	ток
words@dmp1958m	@dmp1958m	251.491	251.747	вышел
words@dmp1958m	@dmp1958m	251.747	252.003	на
words@dmp1958m	@dmp1958m	252.003	252.259	пенсию
words@dmp1958m	@dmp1958m	252.259	252.515	/
words@dmp1958m	@dmp1958m	252.515	252.771	/
words@dmp1958m	@dmp1958m	252.771	253.027	я
words@dmp1958m	@dmp1958m	253.027	253.283	сказал
words@dmp1958m	@dmp1958m	253.283	253.539	/
words@dmp1958m	@dmp1958m	253.539	253.795	офь...
words@dmp1958m	@dmp1958m	253.795	254.051	не
words@dmp1958m	@dmp1958m	254.051	254.307	официально
words@dmp1958m	@dmp1958m	254.307	254.563	/
words@dmp1958m	@dmp1958m	254.563	254.819	а
words@dmp1958m	@dmp1958m	254.819	255.075	/
words@dmp1958m	@dmp1958m	255.075	255.331	ну
words@dmp1958m	@dmp1958m	255.331	255.587	вот
words@dmp1958m	@dmp1958m	255.587	255.843	как-бы
words@dmp1958m	@dmp1958m	255.843	256.099	/
words@dmp1958m	@dmp1958m	256.099	256.355	/
words@dmp1958m	@dmp1958m	256.355	256.611	граница
words@dmp1958m	@dmp1958m	256.611	256.867	/
words@dmp1958m	@dmp1958m	256.867	257.123	шестьдесят
words@dmp1958m	@dmp1958m	257.123	257.379	лет
words@dmp1958m	@dmp1958m	257.379	257.635	исполнилось
words@dmp1958m	@dmp1958m	257.635	257.891	/
words@dmp1958m	@dmp1958m	257.891	258.147	/
words@dmp1958m	@dmp1958m	258.147	258.403	все
words@dmp1958m	@dmp1958m	258.403	258.659	равно
words@dmp1958m	@dmp1958m	258.659	258.915	же
words@dmp1958m	@dmp1958m	258.915	259.171	работаешь
words@dmp1958m	@dmp1958m	259.171	259.427	как
words@dmp1958m	@dmp1958m	259.427	259.683	бы
words@dmp1958m	@dmp1958m	259.683	259.939	/
words@dmp1958m	@dmp1958m	259.939	260.195	/
words@dmp1958m	@dmp1958m	260.195	260.451	аа
words@dmp1958m	@dmp1958m	260.451	260.707	/
words@dmp1958m	@dmp1958m	260.707	260.963	/
words@dmp1958m	@dmp1958m	260.963	261.219	и
words@dmp1958m	@dmp1958m	261.219	261.475	я
words@dmp1958m	@dmp1958m	261.475	261.731	сказал
words@dmp1958m	@dmp1958m	261.731	261.987	/
words@dmp1958m	@dmp1958m	261.987	262.243	хватит
words@dmp1958m	@dmp1958m	262.243	262.499	/
words@dmp1958m	@dmp1958m	262.499	262.755	вот
words@dmp1958m	@dmp1958m	262.755	263.011	этой
words@dmp1958m	@dmp1958m	263.011	263.267	беготни
words@dmp1958m	@dmp1958m	263.267	263.523	/
words@dmp1958m	@dmp1958m	263.523	263.779	потому
words@dmp1958m	@dmp1958m	263.779	264.035	что
words@dmp1958m	@dmp1958m	264.035	264.291	работы
words@dmp1958m	@dmp1958m	264.291	264.547	было
words@dmp1958m	@dmp1958m	264.547	264.803	/
words@dmp1958m	@dmp1958m	264.803	265.059	много
words@dmp1958m	@dmp1958m	265.059	265.315	/
words@dmp1958m	@dmp1958m	265.315	265.571	это
words@dmp1958m	@dmp1958m	265.571	265.827	ни
words@dmp1958m	@dmp1958m	265.827	266.083	сказать
words@dmp1958m	@dmp1958m	266.083	266.339	ничего
words@dmp1958m	@dmp1958m	266.339	266.595	/
words@dmp1958m	@dmp1958m	266.595	266.851	/
words@dmp1958m	@dmp1958m	266.851	267.107	жизни
words@dmp1958m	@dmp1958m	267.107	267.363	не
words@dmp1958m	@dmp1958m	267.363	267.619	было
words@dmp1958m	@dmp1958m	267.619	267.875	/
words@dmp1958m	@dmp1958m	267.875	268.131	была
words@dmp1958m	@dmp1958m	268.131	268.387	работа
words@dmp1958m	@dmp1958m	268.387	268.643	/
words@dmp1958m	@dmp1958m	268.643	268.899	/
words@dmp1958m	@dmp1958m	268.899	269.155	и
words@dmp1958m	@dmp1958m	269.155	269.411	вот
words@dmp1958m	@dmp1958m	269.411	269.667	/
words@dmp1958m	@dmp1958m	269.667	269.923	пенсия
words@dmp1958m	@dmp1958m	269.923	270.179	такой
words@dmp1958m	@dmp1958m	270.179	270.435	водораздел
words@dmp1958m	@dmp1958m	270.435	270.691	такой
words@dmp1958m	@dmp1958m	270.691	270.947	произошел
words@dmp1958m	@dmp1958m	270.947	271.203	/
words@dmp1958m	@dmp1958m	271.203	271.459	я
words@dmp1958m	@dmp1958m	271.459	271.715	сказал
words@dmp1958m	@dmp1958m	271.715	271.971	все
words@dmp1958m	@dmp1958m	271.971	272.227	/
words@dmp1958m	@dmp1958m	272.227	272.483	/
words@dmp1958m	@dmp1958m	272.483	272.739	теннис
words@dmp1958m	@dmp1958m	272.739	272.995	/
words@dmp1958m	@dmp1958m	272.995	273.251	собака
words@dmp1958m	@dmp1958m	273.251	273.507	/
words@dmp1958m	@dmp1958m	273.507	273.763	по
words@dmp1958m	@dmp1958m	273.763	274.019	три
words@dmp1958m	@dmp1958m	274.019	274.275	часа
words@dmp1958m	@dmp1958m	274.275	274.531	гулять
words@dmp1958m	@dmp1958m	274.531	274.787	/
